developer,year,items_qty,free_qty
Studio TeamShuriken,2015,1,0
Studio V5,2013,1,0
Studio V5,2014,1,0
Studio Whisky Tango Inc.,2014,2,0
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2016,3,2
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017,4,1
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC,Abstraction Games",2017,1,0
Studio Wonderkey,2015,2,0
"Studio Work3,Lampert &amp; Sons,Skyboy Games",2015,1,0
Studio Wumpus,2017,1,0
Studio X Labs,2013,1,0
Studio spektar,2017,1,0
Studio229,2017,1,0
Studio4,2009,1,0
Studio48,2017,1,0
StudioBACKSTAGE,2017,1,0
StudioGIW,2015,2,0
StudioGIW,2016,2,0
StudioGIW,2017,2,0
StudioMDHR Entertainment Inc.,2017,2,0
StudioQi,2016,1,1
Studios iLLOGIKA,2015,1,0
Stuffed Castle Studios,2016,1,0
Stun Games,2017,1,0
Stunlock Studios,2011,1,1
Stunlock Studios,2015,3,0
Stunlock Studios,2016,1,0
Stunlock Studios,2017,3,1
Stupid Stupid Games,2017,1,0
Stygian Software,2015,1,0
Stèv,2017,1,0
Sub Orbital Software,2015,1,0
Sub Orbital Software,2016,1,0
Sub Orbital Software,2017,1,0
SubJuegos,2017,2,1
Subaltern Games,2016,2,0
"Subaltern Games, LLC",2014,1,0
Subatomic Studios LLC,2012,1,0
Subatomic Studios LLC,2013,1,0
Submersivo Game Studio,2015,1,0
Submersivo Game Studio,2016,1,0
Subscience Studios,2014,1,0
Subset Games,2012,1,0
Subsoap,2010,1,0
Subsoap,2014,1,1
Subsoap,2017,1,0
Substantial,2015,1,0
Subvert Games,2016,1,1
Subvert Games,2017,3,2
Subworld,2015,1,0
SuckerFree Games,2014,1,0
SugGames,2017,1,0
Suits &amp; Sandals,2016,1,0
"Sujin Ri,Marcos Arroyo,Seona Lee,Somi Lee,Sohyeon Jeon",2012,2,0
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",2013,11,0
Sukeban Games,2016,1,0
Sultan.emr,2017,1,0
Suminell Studios,2016,1,0
Summer Media,2017,1,0
Sumo Digital,2010,1,0
Sumo Digital,2013,3,0
Sumo Digital,2014,1,0
Sumo Digital,2017,1,0
Sumo Digital Ltd,2006,1,0
Sumo Digital Ltd,2017,1,0
Sumom Games,2014,1,0
Sun Dogs,2016,2,0
Sun Labyrinth LLC,2017,2,0
Sun-Studios,2017,1,0
SunRay Games,2016,2,0
Sunburned Games,2017,1,0
Suncrash,2016,1,0
Sundae Factory,2016,1,0
Sundae Month,2016,1,0
Sundae Month,2017,1,0
Sunfleck Software,2017,1,1
Sungazer Software,2017,2,0
Sunight Games,2016,1,0
Sunight Games,2017,1,0
Sunken Places,2014,1,0
Sunlight Games,2014,3,0
Sunlight Games,2015,1,0
Sunlight Games,2016,1,0
Sunlight Games,2017,1,0
Sunshine Games,2017,1,0
Sunside Inc,2014,1,0
Sunside Inc,2017,3,1
"Sunstone Games, LLC.",2014,1,0
Sunward Games,2015,1,0
Sunward Games,2016,3,0
Sunward Games,2017,3,0
Supa Serious,2017,1,0
"Super Awesome Hyper Dimensional Mega Team,Sonotrigger",2017,1,1
"Super Awesome Hyper Dimensional Mega Team,Tama Global",2017,1,0
Super Dead LLC,2017,1,0
Super Duper Garrett Cooper,2014,2,0
Super Games Studio,2016,1,0
Super Games Studio,2017,1,0
Super God,2017,2,0
Super Icon Ltd,2014,1,0
Super Icon Ltd,2015,2,0
Super Icon Ltd,2016,1,0
Super Legit Games,2017,1,0
Super Mega Team,2017,1,0
Super Puzzle Studios,2016,1,0
Super Squared,2017,1,0
Super Strong Games,2017,1,0
Super Suite Studios,2017,1,1
Super63,2011,1,0
SuperChop Games,2015,2,0
SuperSixStudios,2017,1,0
SuperTry Studios,2017,2,0
SuperVillain Studios,2012,1,0
SuperVillain Studios,2015,1,1
Supergiant Games,2011,2,0
Supergiant Games,2014,2,0
Supergiant Games,2017,2,0
Supersonic Software,2004,1,0
Superstruct,2017,1,0
Superthumb,2016,2,0
Supertype,2017,1,0
Supine,2017,1,0
Suppressive Fire Games,2016,2,0
Supra Games,2016,1,1
Supreme Clans Entertainment,2015,3,0
Sure Games,2017,1,0
"Surf Monster Studio,Kinn Chen,Vicky,Chih-Hsuan Huang",2017,1,0
Survios,2017,1,0
Sushee,2016,1,0
Suspicious Developments,2013,1,0
Suspicious Developments,2014,1,0
Suspicious Developments,2017,2,0
Svajūnas Žemaitis,2016,1,0
Svantech Studios,2017,1,0
Svarog Studios,2016,1,0
Svarog Studios,2017,2,0
Sven Co-op Team,1999,1,1
Sven Möhring,2017,1,0
Swagabyte Games,2015,1,0
Swagabyte Games,2016,1,0
Sweet Bandits Studios,2017,1,0
Sweet Dog Studios,2014,1,0
Sweet Roll Studio LLC.,2017,1,0
"Swimming Scorpions,MMEU",2017,1,0
Swinfjord-Games,2015,1,0
Swing Swing Submarine,2011,1,0
Swing Swing Submarine,2013,2,0
Swing Swing Submarine,2016,1,0
Switchblade Monkeys Entertainment,2015,2,0
Swizzle llc,2017,1,0
Sword Twin Studios Ltd.,2017,1,0
Swordtales,2015,2,0
SyKoHPaTh,2018,1,0
Syberstudio,2015,1,0
Sylphe Labs,2017,1,0
Sylvain Harlaut,2016,2,0
Sylvain Seccia,2017,2,0
Symphonic Square,2017,1,1
Synapse Games,2016,4,1
"Synapse Games,Chinzilla",2017,2,1
Synergy Team,2005,1,1
"Synersteel Studio, LLC",2016,1,0
"Synersteel Studio, LLC",2017,1,0
Synetic,2009,1,0
Synetic,2016,1,0
Synkronosaurus,2017,1,0
Synnergy Circle Games,2017,1,0
Synset,2017,1,0
Synter Games,2015,1,0
SynthR,2015,1,0
Syrena Interactive,2016,1,0
"Syrin Studios,Small Impact Games",2016,1,0
System Era Softworks,2016,1,0
"System Era Softworks,Machinefabriek",2016,1,0
System Prisma,2012,1,0
Systemic Games,2017,1,0
Syu-Syu,2017,3,1
"Syu-Syu,Nathuz",2017,1,0
"Syu-Syu,SqueakyWafflez",2017,1,0
Sørb,2015,1,0
Søren Trautner Madsen,2017,1,0
T-Rex Games,2015,1,0
T3 Entertainment,2007,1,1
T34 Studio,2016,2,0
T4 Interactive,2017,1,0
"TABOT, inc.,Natsume Inc.",2017,1,0
TACS Games,2016,1,0
TAD Productions AB,2014,1,0
TAMSOFT,2016,37,0
TAO,2012,1,1
TAS Systems,2017,1,0
TB Games,2015,1,0
TBA Games,2015,1,0
TBDTS Games,2015,1,0
TCHOW,2015,1,0
TChapman500,2017,1,0
TDZ Games,2017,1,0
TEAM TANDS PLUS,2015,1,0
TEAM101,2015,1,1
TECOPARK,2016,1,0
TEHO Games,2017,1,0
TEN TIULENYA team,2016,1,0
TEN10 Games,2016,1,0
TERC,2015,1,0
TERNOX,2015,2,0
TERNOX,2017,1,1
TFDi Design,2016,1,0
TGI Game Studio,2016,1,0
THE BROTHERHOOD,2015,2,0
THEM corporation,2017,1,0
THQ Nordic,2001,1,0
THQ Nordic,2003,1,0
"THQ Nordic,Mind Over Matter Studios",2014,2,0
TML Studios,2012,1,0
TML-Studios,2009,2,0
TML-Studios,2010,1,0
TML-Studios,2014,3,0
TML-Studios,2015,2,0
TML-Studios,2016,1,0
TML-Studios,2017,5,1
TNT Team,1998,1,0
TNT Team,1999,1,0
TOMAGameStudio,2016,1,0
TOMAGameStudio,2017,1,0
TORaIKI,2012,1,0
TORaIKI,2013,3,0
TORaIKI,2015,1,0
TPM.CO SOFT WORKS,2017,1,0
TPP Studio,2016,1,0
"TREND, Soft Pro",2014,3,0
"TREND, Soft Pro",2015,7,0
"TREND, Softpro",2015,5,0
TRI.G,2014,1,0
TRI.G,2015,1,0
TRIANGLE SERVICE,2015,4,0
TRIANGLE SERVICE,2016,8,0
TRU FUN Entertainment,2016,1,0
TSL,2017,1,0
TSS Studio,2017,9,0
"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2014,2,0
TT Games,2010,1,0
TT Games,2012,1,0
TT Games,2017,6,0
"TT Games Ltd,Feral Interactive (Mac)",2014,1,0
"TT Games Ltd,Feral Interactive (Mac)",2015,6,0
"TT Games,Feral Interactive (Mac)",2014,4,0
"TT Games,Feral Interactive (Mac)",2015,4,0
"TT Games,Traveller's Tales",2017,3,0
TTCX Inc.,2016,1,1
TURBO TAPE GAMES,2012,1,0
TURBOGUN,2015,2,0
Taba Games,2017,1,0
Tabasco Interactive,2015,1,0
Tabc3dd,2017,1,0
Tabletopia Inc.,2016,1,1
Taco Truck Games,2017,1,0
Tactic Studios Inc.,2015,1,1
Tactic Studios Inc.,2016,5,0
Tactichaos,2016,1,0
Taggrin,2017,1,0
Tagunda LLC,2016,1,0
Tailwind Games,2017,1,0
Taito,2017,1,0
TakeFlight Interactive,2015,1,0
TakeFlight Interactive,2016,2,0
Talawa Games,2012,1,0
Tale Studios,2017,1,0
Tale of Tales,2008,1,0
Tale of Tales,2009,2,0
Tale of Tales,2013,2,0
Tale of Tales,2015,1,0
TaleWorlds Entertainment,2008,1,0
TaleWorlds Entertainment,2010,1,0
TaleWorlds Entertainment,2011,1,0
"TaleWorlds Entertainment,Flying Squirrel Entertainment",2012,1,0
Talecore Studios,2016,1,0
Talentplace,2015,1,0
Talentplace,2016,2,0
Tall Story Studios,2016,3,0
Tall Story Studios,2017,1,0
Tall Studios,2015,1,0
TallTech studio,2016,1,0
Tallbeard Studios LLC,2017,2,0
Talpel Games,2017,2,1
Tamationgames,2016,1,1
Tamaya Kagiya,2017,1,0
Tamsoft,2016,2,0
Tango Gameworks,2014,2,0
Tango Gameworks,2015,3,0
Tango Gameworks,2017,1,0
Tangrin Entertainment,2015,1,0
Tanner Thayer,2016,1,0
Tanukitsune,2017,1,0
Tap It Games,2013,1,0
Tap It Games,2015,1,0
Tap To Win,2015,1,0
"Tapinator,Max Ignatyev",2017,1,0
Taranasus Studio,2016,1,0
Tarboosh Games,2016,1,0
TarbuttonStudio,2017,1,0
Targem Games,2003,1,0
Targem Games,2005,1,0
Targem Games,2006,2,0
Targem Games,2007,1,0
Targem Games,2008,1,0
Targem Games,2009,1,0
Targem Games,2012,3,0
Targem Games,2014,2,0
Targem Games,2015,1,0
Targem Games,2016,1,0
Targem Games,2017,8,1
Targhen Games,2015,1,0
Targon Studios,2016,1,0
Tarhead Studio,2017,1,0
Tarsier Studios,2017,5,0
Tasharen Entertainment Inc.,2015,1,0
Tasharen Entertainment Inc.,2017,1,0
Taste Games,2017,2,0
Tasty Poison,2016,1,0
Tasty Stewdios LLC,2014,2,0
Tasty Stewdios LLC,2015,1,0
Tate Multimedia,2013,1,0
Tatyana Murzina,2016,1,0
Tatyana Murzina,2017,1,0
Tavern Games,2014,1,0
Tavo,2017,1,0
TawStudio Entertainment,2013,1,0
TaxSoft,2014,1,0
Tayfun Tuna,2016,2,0
Tazigen Clock,2015,1,0
"Tbjbu2,clragon,Trentipoo,Elad Levi,ErniSot",2017,1,0
Tchagata Games,2015,1,0
Tea-Powered Games,2017,1,0
TealDev,2017,1,0
TealRocks Studio,2017,1,0
Team 4U,2016,1,0
Team 6,2017,1,0
Team 6 Studios,2007,2,0
Team 6 Studios,2010,1,0
Team 6 Studios,2011,2,0
Team 7 Lives,2017,1,0
Team Above,2017,1,0
Team B.R.O.S.,2017,1,1
"Team Bondi,Rockstar Leeds",2011,2,0
Team Cat 'n Mice,2016,1,1
"Team Chaos, LLC",2014,1,0
"Team Chaos, LLC",2015,1,0
Team Cherry,2017,2,0
Team Chesster,2016,1,0
Team Chivalry,2007,1,1
Team Clockworks,2016,1,0
Team Colorblind,2017,1,0
Team D-13,2017,1,0
Team DOTS,2017,1,1
Team Dogpit,2017,1,0
"Team ERROR,Tiny Colossus",2016,1,0
Team Eleven Eleven,2015,1,1
Team Eyepatch,2015,1,0
Team Flow,2014,1,0
Team Fork,2017,2,0
Team Fractal Alligator,2015,2,0
Team Fractal Alligator,2017,2,0
Team Frizz,2015,1,0
Team Fugl,2017,1,0
Team Full Sail,2017,1,1
"Team Fusion Simulations,1C: Maddox Games",2017,1,0
Team Gotham,2016,2,1
Team Grybanser Fox,2015,1,0
Team Grybanser Fox,2016,2,0
Team Grybanser Fox,2017,2,0
Team Indev,2016,1,0
Team Isolation,2015,1,0
Team Jolly Roger,2015,1,0
Team Jolly Roger,2017,1,0
Team Junkfish,2015,1,0
Team Kryll,2015,1,0
Team Kryll,2016,1,0
Team Meat,2010,1,0
Team Monkey,2016,1,0
Team Monkey,2018,1,0
Team Murder,2016,1,0
Team NINJA,2016,1,0
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015,15,1
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2016,47,0
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2017,9,0
Team Neetbytes,2017,1,0
Team Nekojishi,2017,2,1
Team OctoPoodle,2017,1,0
Team Poodle,2017,1,0
Team Psykskallar,2013,1,1
Team Replay,2015,1,0
Team Reptile,2013,1,0
Team Reptile,2014,1,0
Team Scynix,2016,1,0
Team Shifty,2017,2,0
Team Signal,2016,1,0
Team Taju,2015,1,0
Team Toaster,2017,1,0
Team Train Frontier,2017,1,0
Team Tripleslash,2014,2,0
Team Wood Block,2017,1,0
Team of Light Mecia LLC,2016,1,0
Team17 Digital Ltd,1995,1,0
Team17 Digital Ltd,1999,1,0
Team17 Digital Ltd,2002,1,0
Team17 Digital Ltd,2010,3,0
Team17 Digital Ltd,2011,8,0
Team17 Digital Ltd,2012,4,0
Team17 Digital Ltd,2013,5,0
Team17 Digital Ltd,2014,1,0
Team17 Digital Ltd,2015,4,1
Team17 Digital Ltd,2016,2,0
"Team17 Digital Ltd,Mouldy Toof Studios",2017,4,0
Team17 Digital Ltd.,2012,1,0
Team17 Software Ltd.,2010,1,0
Team2Bit,2013,1,0
Team2Bit,2016,1,0
Team6 game studios B.V.,2015,1,0
Team8 Studio,2017,1,0
TeamAthopiu,2017,9,0
TeamCrew,2016,1,0
TeamTop Games,2017,2,2
TeamWaterFly,2016,1,0
Teamomega,2017,2,0
Teawork Dev,2016,1,0
Tech Warrior-Dylan Dugan,2017,1,0
TechSmith Corporation,2015,1,0
Techland,2006,2,0
Techland,2007,1,0
Techland,2009,1,0
Techland,2010,1,0
Techland,2013,1,0
Techland,2015,4,0
Techland,2016,7,0
Techland,2017,2,0
Technetium Games,2009,1,0
Technical Entertainment,2016,1,0
Technically Competent,2017,1,0
Technocrat Games,2015,1,0
Technomancy Studios,2015,1,1
Technomancy Studios,2016,2,1
"Tecsi Aron,Szocs Robert",2017,1,0
TeePee Studios,2017,1,0
Teemo Soft,2016,1,0
Teeworlds Team,2007,1,1
Teknopants,2013,1,0
Teku Studios,2016,2,0
Telehorse,2017,1,0
Teletower Studios,2017,1,1
Telltale Games,2005,2,0
Telltale Games,2006,3,0
Telltale Games,2007,6,0
Telltale Games,2008,6,0
Telltale Games,2009,5,0
Telltale Games,2010,3,0
Telltale Games,2011,1,0
Telltale Games,2012,1,0
Telltale Games,2013,3,0
Telltale Games,2014,2,0
Telltale Games,2015,1,0
Telltale Games,2016,3,0
Telltale Games,2017,2,0
Temple Gates Games,2016,1,0
Temple Gates Games,2017,4,0
Tencent Games,2017,1,0
"Tendershoot,A Jolly Corpse",2015,1,0
Tennen-sozai,2012,2,0
Tennen-sozai,2014,2,0
"Tenwall Creatives, Inc.",2016,2,0
Teotl Studios,2010,1,0
Tephra Company,2017,1,0
Tequila Works SL,2012,1,0
"Tequila Works, S.L.",2012,1,0
"Tequila Works,Abstraction Games",2016,1,0
"Tequila Works,QLOC",2017,1,0
Tequilabyte Studio,2017,1,0
Terapoly,2017,1,0
TerkStudios,2017,2,1
Terminal Press,2015,1,0
Terminal Press,2016,2,0
Terminal Reality,1995,1,0
Terminal Reality,2003,1,0
Terminal Reality,2005,1,0
TernGame,2015,1,1
Tero Lunkka,2016,1,0
Tero Lunkka,2017,6,0
Tero Lunkka,2018,1,0
"Tero Lunkka,Jacob Clevenger",2017,1,0
"Tero Lunkka,Mikko Seppälä",2017,3,0
"Tero Lunkka,Valkeala Software",2017,2,0
Terra Nova Development,1993,1,0
Terri Vellmann,2014,2,0
Terrible Posture Games,2014,2,0
Terrible Toybox,2017,1,0
Terrifying Jellyfish,2016,1,0
Terry Cavanagh,2010,1,0
Terry Cavanagh,2012,1,0
Tesseract Interactive,2016,1,0
Test Pilot,2015,2,0
Test3 Projects,2013,2,0
TestTubeGames,2015,1,0
Tetabester,2017,1,0
Tethys Interactive LLC,2015,1,0
Teveru,2017,1,0
Texel Raptor,2016,1,0
Teyon,2013,1,0
Teyon,2014,3,0
Teyon,2015,1,0
Thalasse Games,2017,1,0
ThankCreate Studio,2017,1,0
Thatcher Productions,2016,1,0
The 3DO Company,1998,1,0
The 3DO Company,1999,2,0
The Artistocrats,2015,1,1
The Artistocrats,2016,6,0
The Artistocrats,2017,3,0
The Astronauts,2014,2,0
The Barberians Game Studio,2016,1,0
The Behemoth,2012,3,0
The Behemoth,2014,1,0
The Behemoth,2017,1,0
The Binary Mill,2013,1,0
The Bitfather,2015,1,0
The Bitfather,2016,1,0
The Chinese Room,2013,1,0
The Chinese Room,2016,1,0
"The Chinese Room,Robert Briscoe",2017,1,0
"The Collective,General Arcade",2006,1,0
The Commander,2017,1,0
The Commander,2018,1,0
The Conjurer's Tower,2014,1,0
The Conjurer's Tower,2016,1,0
The Creative Assembly,2004,1,0
The Creative Assembly,2006,1,0
The Creative Assembly,2010,2,0
"The Creative Assembly,Feral Interactive (Mac)",2010,3,0
"The Creative Assembly,Feral Interactive (Mac)",2012,2,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006,1,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2007,1,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009,5,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2010,1,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2011,6,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2012,8,0
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014,1,0
"The Crimson Nights Team,Spiky Fish Games",2017,1,0
The Cursed Revolver,2017,1,0
The Dangerous Kitchen,2017,1,0
The Dashing Crate,2017,2,1
The Dept of Silly Stuff,2014,1,0
The Digital Village,1998,1,0
"The Dirigiballers, LLC",2016,2,0
The Domaginarium,2014,1,0
The Domaginarium,2016,1,0
The Domaginarium,2017,1,0
The Dragonloft,2017,1,0
The Dreamers Guild,1994,1,0
The Drone Racing League,2017,1,0
The Farm 51,2009,1,0
The Farm 51,2010,1,0
The Farm 51,2012,1,0
The Farm 51,2013,9,0
The Farm 51,2017,2,0
The Foregone Syndicate,2017,3,0
The Foundry,2014,1,0
The Foundry,2015,1,0
The Fullbright Company,2014,1,0
The Future Of Videogames,2015,1,0
The Game Bakers,2016,2,0
The Game Bakers,2017,1,0
The Game Bakery,2017,1,1
The Game Creators,2014,2,0
The Game Creators,2015,9,0
The Game Creators,2016,5,2
The Game Creators,2017,8,3
The Game Kitchen,2014,2,0
The Game Kitchen,2016,2,0
The Game Species,2015,1,0
The Gentlebros,2017,1,0
"The Gentlebros,General Arcade",2016,1,0
The Glitch Factory,2016,1,0
The Good Mood Creators,2016,2,0
The Harvest VR,2017,1,0
The Hazardous Dude,2017,1,0
The Hideout,2012,1,0
The House of Fables,2016,2,0
The House of Fables,2017,2,0
"The House of Fables,Gogii Games",2016,1,0
The Hyper Carries!,2017,1,1
The Indie Forge,2014,1,0
The Indie Stone,2013,1,0
The Innocent Devils,2016,1,0
The Light Sword Team,2015,3,0
The Light Sword Team,2016,2,0
The Loneliest Pixel,2015,1,0
The Lordz Games Studio,2012,1,0
The Major Game Company,2016,1,0
The Men Who Wear Many Hats,2013,1,0
The Men Who Wear Many Hats,2014,3,1
The Men Who Wear Many Hats,2015,2,0
"The Mojo Collective,Ian Frank Productions",2016,1,0
The Molasses Flood,2016,1,0
The Most,2017,1,0
The Mustard Corporation,2014,2,0
The Net Champs,2015,1,0
The Ninth Art,2017,2,1
The Odd Gentlemen,2010,1,0
The Odd Gentlemen,2015,3,0
The Odd Gentlemen,2016,3,0
The Owl Prophecy,2017,1,0
The Paper Robot,2017,1,0
The Pompous Pixel,2015,2,0
The Quadsphere,2015,1,0
The Quadsphere,2016,1,0
The Quantum Astrophysicists Guild,2016,4,0
"The Quinnspiracy,Patrick Lindsey,Isaac Schankler",2014,1,0
The Revera Corporation,2017,1,1
The Revills Games,2015,1,0
The Revills Games,2016,2,0
The Revills Games,2017,1,0
The Rock Studio,2017,1,0
The SKSE Team,2015,1,1
The Secret Games Company,2015,1,0
The Secret Games Company,2016,2,0
The Secret Pie,2014,2,0
The Secret Pie,2016,1,0
The Secret Pie,2017,1,0
The Selenite Forge,2017,1,0
The Sherrinford,2017,1,0
The Sims Studio,2009,2,0
The Sims Studio,2010,4,0
The Sims Studio,2011,4,0
The Sims Studio,2012,5,0
The Sims Studio,2013,5,0
The Simutrans Team,2016,8,7
"The Software Farm,Sunlight Games,Sierra Entertainment",1988,1,0
The Stonebot Studio,2016,1,0
The Story Mechanics,2013,1,0
The Sun Will Rise Team,2016,1,1
The Taco Heaven,2015,1,0
The Tambourine,2015,1,0
The Tambourine,2016,2,0
The Tiniest Shark,2013,1,0
The Vanir Project,2017,2,0
The Voices Games,2017,1,0
The Web Production,2017,1,0
The Working Parts,2014,2,0
The Writer Zone,2013,1,0
The Young Socratics,2017,1,0
TheBlavas,2016,2,0
TheDreik,2014,1,0
TheDreik,2017,1,0
"TheDreik,Xeneder",2017,1,0
TheGoldenEyed,2017,1,0
TheShortAndTheTall,2015,2,0
The_Kiddy,2016,2,0
The_Kiddy,2017,1,0
"Thekla, Inc.",2016,1,0
Them Games,2015,1,0
Theodor Niklas,2017,5,0
Theodore Palser,2016,2,0
Theory Georgiou,2016,1,1
Thetis Games,2017,1,0
Thial,2017,1,0
Thick &amp; Thin,2017,1,0
"Thiemo Bolder, ONEMANGAMES",2016,1,0
Thing Trunk,2016,1,0
Thing Trunk,2017,1,0
Thinice,2015,1,0
Think On Labs,2017,1,0
ThinkFast Studio,2017,1,0
ThinkOfGames,2016,3,0
ThinkOfGames,2017,4,0
"ThinkOfGames,The Storytelling Studio",2017,1,0
ThinkVirtual,2017,1,0
ThinkVirtual LLC,2017,1,0
"Thinking Studios,Slam Dunk Studios",2009,1,0
Third Millenium Software,1993,1,0
Third Wire Productions,2006,1,0
Thirsten Studios,2016,1,0
ThirtyThree,2016,2,0
Thomas Bacon,2015,1,1
Thomas Bernatchez,2016,1,0
"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez",2015,1,0
Thomas Bowker,2014,1,0
Thomas Brush,2017,2,0
"Thomas Christof,Giovanni Rotondo,Thomas S.",2014,1,0
Thomas Gwaltney,2015,1,0
Thomas Happ Games LLC,2015,2,0
Thomas Konkol,2016,1,0
Thomas Moon Kang,2016,1,0
"Thomas Schreiter,Dirk Schreiter,Jörg Winterstein,Peer Draeger,Gereon Bartel",2015,1,0
Thomas ZIGHEM,2017,1,0
Thomson Interactive,2010,1,0
Thomson Interactive,2011,2,0
Thomson Interactive,2012,1,0
Thomson Interactive,2014,1,0
Thomson Interactive,2015,1,0
Thomson Interactive,2016,2,0
Thomson Interactive,2017,1,0
Thorium Entertainment,2017,1,0
Thorne Games,2016,2,0
Thorngames,2018,1,0
Thorsten Schleinzer,2015,1,0
Those Awesome Guys,2016,1,0
ThoseBros Entertainment,2017,1,0
Thoughtshelter Games,2015,1,0
Threaks,2013,1,0
Threaks,2015,3,0
Three Brothers Games,2017,1,0
Three Fields Entertainment,2016,1,0
Three Fields Entertainment,2017,1,0
Three Flip Studios,2016,1,0
Three Frog Studios,2017,1,0
Three Gates,2013,1,0
Three Gates AB,2017,1,0
Three Guys Game Studio,2017,1,0
Three Phase Interactive Pty Ltd,2016,1,0
Three Prong Productions,2015,1,0
Three Rings,2011,1,1
Threye Interactive,2017,2,1
Thrill Pill Games,2015,1,0
Thrill Pill Games,2016,2,0
Thrillion,2015,1,0
Thrive Games,2017,1,0
Throw the warped code out,2016,1,0
Throwback Entertainment,1999,1,1
Thugnificent,2017,2,0
Thunder Devs.,2017,3,1
Thunder Lotus Games,2015,1,0
Thunder Lotus Games,2017,2,0
Thylacine Studios,2015,2,0
Thylacine Studios,2016,5,1
Thylacine Studios,2017,1,0
TiGAMES,2017,1,1
Tianyu Studio,2015,1,0
Tibith,2017,1,0
TicToc Games,2015,1,0
TickTock Games,2014,2,0
Ticklersoft,2017,1,0
TiconBlu,2014,1,0
TiconBlu,2015,1,0
Ticonblu,2014,1,0
Tiger Style,2012,1,0
Tiger Style,2013,1,0
Tiger Style,2015,2,0
"Tiger and Squid,Team17 Digital Ltd",2015,1,0
"TigerNDV,NinjaISV",2015,1,0
Tigerish Games,2015,1,1
TikGames,2012,1,0
Tikipod Ltd,2014,1,0
"Tilted Mill Entertainment, Inc.",2006,1,0
"Tilted Mill Entertainment, Inc.",2008,4,0
Tim Conkling,2017,5,0
Tim McArthur,2013,1,0
Tim McArthur,2017,1,0
"Tim Pinder,David Franco Campos,Zak Eidsvoog,David Thor Fjalarsson",2017,1,0
Tim Rachor,2016,1,0
Tim Rachor,2017,1,0
Tim Sullivan,2015,1,0
Tim Sullivan,2017,1,0
Timba Games,2017,1,0
Timberwolf Studios,2017,2,0
Timbre Interactive,2015,1,0
Time Gap Studio,2017,1,0
Time Robbers,2017,1,0
TimeGate Studios,2001,2,0
TimeGate Studios,2004,1,0
TimeGate Studios,2011,4,0
TimeSymmetry,2015,1,0
Timedrop Studios,2015,2,1
Timeless Games,2016,1,0
Timeslip Softworks,2014,1,0
"Timushev Vladimir,Composer-Motorin Dmitry (Djinotan)",2016,1,0
Timuz Games,2017,1,0
Tin Man Games,2014,2,0
Tin Man Games,2015,6,0
Tin Man Games,2016,3,0
Tin Man Games,2017,1,0
Tindalos Interactive,2015,1,0
Tindalos Interactive,2016,4,0
"Tindalos Interactive,Headup Games",2012,5,0
"Tingly, LLC",2016,1,0
Tinimations,2016,2,0
"Tiny Colossus,Ciro Continisio",2014,2,1
"Tiny Colossus,Ciro Continisio,Francesco D'Andrea",2014,1,0
Tiny Horse Games,2016,1,0
Tiny Lab Productions,2014,1,0
Tiny Pixel,2017,1,0
Tiny Titan Studios,2017,1,0
Tiny Utopia,2015,1,0
Tiny Warrior Games,2017,2,0
TinyAssociatesBand,2016,1,0
TinyAtomGames,2016,1,0
TinyMob Games,2017,1,0
Tio Atum,2017,2,0
Tipping Goat LLC,2015,1,0
Tisnart,2015,1,0
Titan Deep Space Company,2017,1,0
Titan Forged Games,2015,2,0
Titan Squad,2016,1,0
Titanium Game Studios,2017,1,0
Titouan Millet,2016,1,0
Titus Interactive,1991,1,0
Titus Interactive,1992,1,0
Titus Interactive,1993,1,0
Titutitech,2017,2,0
Tlakali Game Studio,2017,1,0
Tlön Studios,2013,2,0
"Tlön Studios,Ilex Games",2017,1,0
ToMorning Productions,2015,1,0
"Toadman Interactive,Fatshark",2015,2,0
ToastieLabs,2017,1,0
Toasty Games,2015,1,0
"Tobias Müller,Florian Wolf,Cedric Appel,Benedikt Steffens",2016,1,0
Tobop Productions,2017,2,0
Tochas Studios,2015,2,0
Toco Games,2014,2,0
Toffee Games,2016,1,0
Toge Productions,2016,1,0
Toka Loka Games,2016,1,0
Tokyo RPG Factory,2016,2,0
Tokyo RPG Factory,2017,1,0
Tolgahan Kangal,2017,1,0
